link,title
https://www.facebook.com/login.php?skip_api_login=1&api_key=58567469885&signed_next=1&next=https%3A%2F%2Fwww.facebook.com%2Fv2.0%2Fdialog%2Fshare%3Fredirect_uri%3Dhttp%253A%252F%252Fwww.bbc.co.uk%252Fnews%252Feducation-30483031%26href%3Dhttp%253A%252F%252Fwww.bbc.co.uk%252Fnews%252Feducation-30483031%253FSThisFB%26client_id%3D58567469885%26ret%3Dlogin&cancel_url=http%3A%2F%2Fwww.bbc.co.uk%2Fnews%2Feducation-30483031%3F%23_%3D_&display=popup&locale=en_GB,"<title id=""pageTitle"">Facebook</title>"
https://ssl.bbc.co.uk/id/register,<title>BBC - Register</title>
http://www.bbc.co.uk/sport/rugby-union/34015470,"<title>Get line-ups, scores and the latest news as it happens in BBC Sport app - BBC Sport</title>"
https://ssl.bbc.co.uk/faqs/forms/?auto=1&eid=&id=OAHCPB5MHA5N9053RLB983HAEU&mid=&uid=735414517,<title>BBC Form - BBC - FAQs - Home</title>
https://ssl.bbc.co.uk/id/status?ptrt=http%3A%2F%2Fwww.bbc.co.uk%2Fsport%2Fwales,<title>BBC - BBC iD</title>
https://ssl.bbc.co.uk/id/status?ptrt=https%3A%2F%2Fssl.bbc.co.uk%2Fid%2Fstatus,<title>BBC - BBC iD</title>
https://ssl.bbc.co.uk/id/register?ptrt=http%3A%2F%2Fwww.bbc.co.uk%2Fnews%2Fscience-environment-36888541,<title>BBC - Register</title>
https://ssl.bbc.co.uk/id/info/children,<title>BBC - About</title>
https://ssl.bbc.co.uk/id/info/signin,<title>BBC - About</title>
https://ssl.bbc.co.uk/id/info/contact/,<title>BBC - About</title>
https://uk.pinterest.com/join/?next=/pin/create/bookmarklet/%3Fdescription%3DWhy%2Bis%2Bthe%2Bappeal%2Bof%2Bgrammar%2Bschools%2Bso%2Bpersistent%253F%26media%3Dhttp%253A%252F%252Fwww.bbc.co.uk%252Fnews%252Fspecial%252F2015%252Fnewsspec_10857%252Fbbc_news_logo.png%253Fcb%253D1%26title%3DThe%2Bpersistent%2Bappeal%2Bof%2Bgrammar%2Bschools%26url%3Dhttp%253A%252F%252Fwww.bbc.co.uk%252Fnews%252Feducation-30483031,<title>Pinterest • The world’s catalogue of ideas</title>
https://ssl.bbc.co.uk/id/refresh/google.com,
https://ssl.bbc.co.uk/id/info/information,<title>BBC - About</title>
http://www.bbc.co.uk/sport/football/36452964,<title>Wales football games that help define a sporting nation - BBC Sport</title>
https://twitter.com/,<title>Twitter</title>
https://www.facebook.com/login/identify?ctx=recover&lwv=100,"<title id=""pageTitle"">Forgotten Password | Can't Log In | Facebook</title>"
https://ssl.bbc.co.uk/id/status?ptrt=https%3A%2F%2Fssl.bbc.co.uk%2Fid%2Fregister,<title>BBC - BBC iD</title>
https://uk.pinterest.com/join/?next=/pin/create/bookmarklet/%3Fdescription%3DGrammar%2Bschools%2Bare%2Bback%2Bon%2Bthe%2Beducation%2Bagenda.%2BHow%2Bmight%2Bthey%2Bbe%2Breintroduced%253F%26media%3Dhttp%253A%252F%252Fwww.bbc.co.uk%252Fnews%252Fspecial%252F2015%252Fnewsspec_10857%252Fbbc_news_logo.png%253Fcb%253D1%26title%3DAre%2Bgrammar%2Bschools%2Babout%2Bto%2Bmake%2Ba%2Bcomeback%253F%26url%3Dhttp%253A%252F%252Fwww.bbc.co.uk%252Fnews%252Feducation-36884563,<title>Pinterest • The world’s catalogue of ideas</title>
https://ssl.bbc.co.uk/id/signin?ptrt=http%3A%2F%2Fwww.bbc.co.uk%2Fsport%2Fwales,<title>BBC - Sign in</title>
https://ssl.bbc.co.uk/id/status?ptrt=http%3A%2F%2Fwww.bbc.co.uk%2F,<title>BBC - BBC iD</title>
https://ssl.bbc.co.uk/id/register?ptrt=http%3A%2F%2Fwww.bbc.co.uk%2Fsport%2Fwales,<title>BBC - Register</title>
https://ssl.bbc.co.uk/id/status?ptrt=https%3A%2F%2Fssl.bbc.co.uk%2Fid%2Fstatus%3Fptrt%3Dhttp%253A%252F%252Fwww.bbc.co.uk%252Fsport%252Fwales,<title>BBC - BBC iD</title>
https://support.twitter.com/groups/31-twitter-basics/topics/104-welcome-to-twitter-support/articles/215585-twitter-101-how-should-i-get-started-using-twitter,<title>Getting started with Twitter | Twitter Help Center</title>
https://ssl.bbc.co.uk/id/register?ptrt=https%3A%2F%2Fssl.bbc.co.uk%2Fid%2Fstatus,<title>BBC - Register</title>
http://www.bbc.co.uk/id/info/children,<title>BBC - About</title>
https://ssl.bbc.co.uk/id/status?ptrt=http%3A%2F%2Fwww.bbc.co.uk%2Fsport%2Frugby-union%2F34015470,<title>BBC - BBC iD</title>
http://www.bbc.co.uk/terms/faq.shtml,<title>BBC - Terms and Conditions</title>
https://www.facebook.com/games/?app_id=58567469885,"<title id=""pageTitle"">Games</title>"
https://twitter.com/BBCNews,<title>BBC News (UK) (@BBCNews) | Twitter</title>
https://www.facebook.com/policies/cookies/,"<title id=""pageTitle"">Cookies Policy</title>"
https://uk.pinterest.com/join/?next=/pin/create/bookmarklet/%3Fdescription%3DWhen%2Bit%2Bcomes%2Bto%2Bheight%252C%2BDutch%2Bmen%2Band%2BLatvian%2Bwomen%2Btower%2Bover%2Ball%2Bother%2Bnationalities%252C%2Ba%2Bstudy%2Breveals.%26media%3Dhttp%253A%252F%252Fwww.bbc.co.uk%252Fnews%252Fspecial%252F2015%252Fnewsspec_10857%252Fbbc_news_logo.png%253Fcb%253D1%26title%3DDutch%2Bmen%2Brevealed%2Bas%2Bworld%2527s%2Btallest%26url%3Dhttp%253A%252F%252Fwww.bbc.co.uk%252Fnews%252Fscience-environment-36888541,<title>Pinterest • The world’s catalogue of ideas</title>
https://uk.pinterest.com/pinterest-international/,<title>Pinterest International</title>
https://ssl.bbc.co.uk/id/signin?ptrt=https%3A%2F%2Fssl.bbc.co.uk%2Fid%2Fregister,<title>BBC - Sign in</title>
http://enable-javascript.com/,"<title>
	How to enable JavaScript in your browser and why
</title>"
https://ssl.bbc.co.uk/id/register?ptrt=https%3A%2F%2Fssl.bbc.co.uk%2Fid%2Fregister,<title>BBC - Register</title>
https://twitter.com/MercedesAMGF1,<title>MERCEDES AMG F1 (@MercedesAMGF1) | Twitter</title>
https://ssl.bbc.co.uk/id/signin?ptrt=https%3A%2F%2Fssl.bbc.co.uk%2Fid%2Fsettings,<title>BBC - Sign in</title>
https://support.twitter.com/articles/14019,<title>FAQs about following | Twitter Help Center</title>
https://twitter.com/intent/tweet?url=https%3A%2F%2Fsupport.twitter.com%2Fgroups%2F31-twitter-basics%2Ftopics%2F104-welcome-to-twitter-support%2Farticles%2F215585-twitter-101-how-should-i-get-started-using-twitter&original_referer=https%3A%2F%2Fsupport.twitter.com%2Fgroups%2F31-twitter-basics%2Ftopics%2F104-welcome-to-twitter-support%2Farticles%2F215585-twitter-101-how-should-i-get-started-using-twitter,<title>Share a link on Twitter</title>
https://ssl.bbc.co.uk/id/info?ptrt=https%3A%2F%2Fssl.bbc.co.uk%2Fid%2Fsettings,<title>BBC - About</title>
https://twitter.com/LewisHamilton/status/757948287357820932,"<title>Lewis Hamilton on Twitter: ""A special shout out to these legends for being so on it, always!!! @mercedesamgf1 📸 x Steve Etherington https://t.co/xrsWeyeA9Q""</title>"
https://twitter.com/Petronasbrands/status/757414368539586560,"<title>PETRONAS Brands on Twitter: ""Congrats to #silverarrows team @LewisHamilton &amp; @nico_rosberg for the 1-2 win at #F1 #HungarianGP! @MercedesAMGF1 https://t.co/IRMudDjLPO""</title>"
https://ssl.bbc.co.uk/id/status?ptrt=https%3A%2F%2Fssl.bbc.co.uk%2Fid%2Finfo%3Fptrt%3Dhttps%253A%252F%252Fssl.bbc.co.uk%252Fid%252Fsettings,<title>BBC - BBC iD</title>
https://support.twitter.com/articles/81218,<title>Adding Twitter Buttons to your website | Twitter Help Center</title>
https://support.twitter.com/articles/127871,<title>Customizing your profile | Twitter Help Center</title>
https://twitter.com/hashtag/silverarrows?src=hash,<title>#silverarrows hashtag on Twitter</title>
https://support.twitter.com/articles/20169559,<title>Embedding a Tweet on your website or blog | Twitter Help Center</title>
https://support.twitter.com/articles/231474,<title>Adding the Tweet button to your website | Twitter Help Center</title>
https://support.twitter.com/articles/20170071,<title>How to embed a timeline | Twitter Help Center</title>
https://support.twitter.com/articles/20164833,<title>Adding a Follow button to your website | Twitter Help Center</title>
https://support.twitter.com/articles/64986,<title>Reporting spam on Twitter | Twitter Help Center</title>
https://twitter.com/ladysilver44_/status/757951240559091712,"<title>Giorgia #TeamLH❤️ on Twitter: ""@LewisHamilton Love you cHAMp ❤😘😘 you are the best!♥ So proud of you!💖💜😘 #TeamLH""</title>"
https://twitter.com/Nonomazing/status/757950093483991041,"<title>Arnaud K. #TeamLH on Twitter: ""@LewisHamilton @MercedesAMGF1 "" Look at my dab, man "" 😁😁👏 Great job guys ! 😀👌💪""</title>"
https://ssl.bbc.co.uk/id/register?ptrt=https%3A%2F%2Fssl.bbc.co.uk%2Fid%2Finfo%3Fptrt%3Dhttps%253A%252F%252Fssl.bbc.co.uk%252Fid%252Fsettings,<title>BBC - Register</title>
https://twitter.com/Nonomazing,<title>Arnaud K. #TeamLH (@Nonomazing) | Twitter</title>
https://ssl.bbc.co.uk/id/signin?ptrt=https%3A%2F%2Fssl.bbc.co.uk%2Fid%2Finfo%3Fptrt%3Dhttps%253A%252F%252Fssl.bbc.co.uk%252Fid%252Fsettings,<title>BBC - Sign in</title>
https://support.twitter.com/articles/15364,"<title>Twitter limits (API, updates, and following) | Twitter Help Center</title>"
https://support.twitter.com/articles/15789,<title>How to report violations | Twitter Help Center</title>
https://ssl.bbc.co.uk/id/status?ptrt=https%3A%2F%2Fssl.bbc.co.uk%2Fid%2Fstatus%3Fptrt%3Dhttps%253A%252F%252Fssl.bbc.co.uk%252Fid%252Finfo%253Fptrt%253Dhttps%25253A%25252F%25252Fssl.bbc.co.uk%25252Fid%25252Fsettings,<title>BBC - BBC iD</title>
https://about.twitter.com/company,<title>Company | About</title>
https://brand.twitter.com/en.html,<title>Twitter Brand Resources</title>
https://support.twitter.com/articles/20169954,<title>Issues with Twitter Buttons or embedding Tweets | Twitter Help Center</title>
https://twitter.com/search-advanced,<title>Twitter Advanced Search</title>
https://twitter.com/login?redirect_after_login=%2Fsettings%2Fwidgets%2Fnew%2Fsearch%3Fquery%3D%2523silverarrows,<title>Login on Twitter</title>
https://twitter.com/Petronasbrands/status/757414368539586560/photo/1,"<title>PETRONAS Brands on Twitter: ""Congrats to #silverarrows team @LewisHamilton &amp; @nico_rosberg for the 1-2 win at #F1 #HungarianGP! @MercedesAMGF1 https://t.co/IRMudDjLPO""</title>"
https://support.twitter.com/articles/20823,<title>I'm having trouble uploading a profile photo | Twitter Help Center</title>
https://twitter.com/login?redirect_after_login=https%3A%2F%2Fsupport.twitter.com%2Farticles%2F20170071,<title>Login on Twitter</title>
https://ssl.bbc.co.uk/id/info/information?ptrt=https%3A%2F%2Fssl.bbc.co.uk%2Fid%2Finfo%3Fptrt%3Dhttps%253A%252F%252Fssl.bbc.co.uk%252Fid%252Fsettings,<title>BBC - About</title>
https://twitter.com/login?redirect_after_login=https%3A%2F%2Fsupport.twitter.com%2Farticles%2F15789,<title>Login on Twitter</title>
https://twitter.com/login?redirect_after_login=https%3A%2F%2Fsupport.twitter.com%2Farticles%2F15364,<title>Login on Twitter</title>
https://ssl.bbc.co.uk/id/refresh/facebook.com,<title>BBC - Sorry</title>
https://twitter.com/ladysilver44_,<title>Giorgia #TeamLH❤️ (@ladysilver44_) | Twitter</title>
https://twitter.com/PedroDMtz/status/756444654350905344/photo/1,"<title>L'Avvocato on Twitter: ""Good News +2 Years #SilverArrows @nico_rosberg https://t.co/gbfOlH465i""</title>"
https://twitter.com/login?redirect_after_login=https%3A%2F%2Fsupport.twitter.com%2Farticles%2F81218,<title>Login on Twitter</title>
https://twitter.com/Nonomazing/status/756104489715830784,"<title>Arnaud K. #TeamLH on Twitter: """"F1 Monaco 2016 - Race - Parade Lap"" : https://t.co/p8RKFbDznn via @YouTube""</title>"
https://twitter.com/login?lang=zh-cn,<title>登录Twitter</title>
https://ssl.bbc.co.uk/id/status?ptrt=https%3A%2F%2Fssl.bbc.co.uk%2Fid%2Finfo%2Finformation%3Fptrt%3Dhttps%253A%252F%252Fssl.bbc.co.uk%252Fid%252Finfo%253Fptrt%253Dhttps%25253A%25252F%25252Fssl.bbc.co.uk%25252Fid%25252Fsettings,<title>BBC - BBC iD</title>
https://twitter.com/hashtag/silverarrows?near=me&src=hash&vertical=default,<title>#silverarrows hashtag on Twitter</title>
https://twitter.com/login?redirect_after_login=https%3A%2F%2Fsupport.twitter.com%2Farticles%2F20164833,<title>Login on Twitter</title>
https://twitter.com/Petronasbrands/status/757414368539586560/photo/1?lang=zh-cn,<title>PETRONAS Brands 的 Twitter: “Congrats to #silverarrows team @LewisHamilton &amp; @nico_rosberg for the 1-2 win at #F1 #HungarianGP! @MercedesAMGF1 https://t.co/IRMudDjLPO”</title>
https://twitter.com/SilberArrows,<title>SilberArrows (@SilberArrows) | Twitter</title>
https://twitter.com/Petronasbrands/status/757414368539586560/photo/1?lang=zh-tw,"<title>PETRONAS Brands 在 Twitter：""Congrats to #silverarrows team @LewisHamilton &amp; @nico_rosberg for the 1-2 win at #F1 #HungarianGP! @MercedesAMGF1 https://t.co/IRMudDjLPO""</title>"
https://twitter.com/Petronasbrands/status/757414368539586560/photo/1?lang=ko,"<title>트위터의 PETRONAS Brands 님: ""Congrats to #silverarrows team @LewisHamilton &amp; @nico_rosberg for the 1-2 win at #F1 #HungarianGP! @MercedesAMGF1 https://t.co/IRMudDjLPO""</title>"
https://ssl.bbc.co.uk/id/status?ptrt=https%3A%2F%2Fssl.bbc.co.uk%2Fid%2Frefresh%2Ffacebook.com,<title>BBC - BBC iD</title>
https://twitter.com/Petronasbrands/status/757414368539586560/photo/1?lang=ja,"<title>PETRONAS Brandsさんのツイート: ""Congrats to #silverarrows team @LewisHamilton &amp; @nico_rosberg for the 1-2 win at #F1 #HungarianGP! @MercedesAMGF1 https://t.co/IRMudDjLPO""</title>"
https://twitter.com/Petronasbrands/status/757414368539586560/photo/1?lang=kn,"<title>PETRONAS Brands Twitter ನಲ್ಲಿ: ""Congrats to #silverarrows team @LewisHamilton &amp; @nico_rosberg for the 1-2 win at #F1 #HungarianGP! @MercedesAMGF1 https://t.co/IRMudDjLPO""</title>"
https://twitter.com/Petronasbrands/status/757414368539586560/photo/1?lang=th,"<title>PETRONAS Brands บนทวิตเตอร์: ""Congrats to #silverarrows team @LewisHamilton &amp; @nico_rosberg for the 1-2 win at #F1 #HungarianGP! @MercedesAMGF1 https://t.co/IRMudDjLPO""</title>"
https://twitter.com/login?lang=zh-tw,<title>在 Twitter 上登入</title>
https://twitter.com/PedroDMtz/status/754848276478726144,"<title>L'Avvocato 的 Twitter: “There are two ways of being rich: One is to have all you want, the other is to be satisfied with what you have.”</title>"
https://twitter.com/PedroDMtz/status/756885560849903617,<title>L'Avvocato 的 Twitter: “No hay Autoridad Siguen Camiones Camino Real a Tetelpan @AntonietaHT @ManceraMiguelMX @DelegacionAO_wx @VecinosAO https://t.co/cySvjSW4Ur”</title>
https://twitter.com/PedroDMtz/status/756444654350905344/photo/1?lang=zh-tw,"<title>L'Avvocato 在 Twitter：""Good News +2 Years #SilverArrows @nico_rosberg https://t.co/gbfOlH465i""</title>"
https://twitter.com/ReIatableThings/status/756511723285164032,"<title>Relatable 在 Twitter：""if i reply in under a minute ur important""</title>"
https://ssl.bbc.co.uk/id/register?ptrt=https%3A%2F%2Fssl.bbc.co.uk%2Fid%2Finfo%2Finformation%3Fptrt%3Dhttps%253A%252F%252Fssl.bbc.co.uk%252Fid%252Finfo%253Fptrt%253Dhttps%25253A%25252F%25252Fssl.bbc.co.uk%25252Fid%25252Fsettings,<title>BBC - Register</title>
https://www.youtube.com/watch?v=3dyk4UPieMI&feature=youtu.be&a,<title>F1 Monaco 2016 - Race - Parade Lap - YouTube</title>
https://twitter.com/Nonomazing/status/756104489715830784?lang=zh-tw,"<title>Arnaud K. #TeamLH 在 Twitter：""""F1 Monaco 2016 - Race - Parade Lap"" : https://t.co/p8RKFbDznn via @YouTube""</title>"
https://ssl.bbc.co.uk/id/signin?ptrt=https%3A%2F%2Fssl.bbc.co.uk%2Fid%2Finfo%2Finformation%3Fptrt%3Dhttps%253A%252F%252Fssl.bbc.co.uk%252Fid%252Finfo%253Fptrt%253Dhttps%25253A%25252F%25252Fssl.bbc.co.uk%25252Fid%25252Fsettings,<title>BBC - Sign in</title>
https://twitter.com/ReIatableThings/status/756458912149143552,"<title>Relatable 在 Twitter：""I have seen the best of you and the worst of you, and I choose both.""</title>"
https://ssl.bbc.co.uk/id/status?ptrt=https%3A%2F%2Fssl.bbc.co.uk%2Fid%2Fstatus%3Fptrt%3Dhttps%253A%252F%252Fssl.bbc.co.uk%252Fid%252Finfo%252Finformation%253Fptrt%253Dhttps%25253A%25252F%25252Fssl.bbc.co.uk%25252Fid%25252Finfo%25253Fptrt%25253Dhttps%2525253A%2525252F%2525252Fssl.bbc.co.uk%2525252Fid%2525252Fsettings,<title>BBC - BBC iD</title>
https://twitter.com/Nonomazing/status/756104489715830784?lang=zh-cn,"<title>Arnaud K. #TeamLH 的 Twitter: “""F1 Monaco 2016 - Race - Parade Lap"" : https://t.co/p8RKFbDznn via @YouTube”</title>"
http://www.projectfortyfour.com/,<title>Project Forty Four</title>
https://help.periscope.tv/customer/en/portal/articles/2016546-how-do-i-contact-the-periscope-team-,"<title>
  Periscope |
  
    How do I contact the Periscope Team?
  
</title>"
https://twitter.com/hashtag/silverarrows?f=news&near=me&src=hash&vertical=default,<title>Twitter 上的 #silverarrows 推標</title>
https://twitter.com/hashtag/silverarrows?f=videos&near=me&src=hash&vertical=default,<title>Twitter 上的 #silverarrows 推標</title>
https://twitter.com/Nonomazing/status/756102668553256961,"<title>트위터의 Arnaud K. #TeamLH 님: """"F1 Monaco 2016 - Race - Last Lap"" : https://t.co/ceNEsEsncn via @YouTube""</title>"
https://twitter.com/Nonomazing/status/756104489715830784?lang=ja,"<title>Arnaud K. #TeamLHさんのツイート: """"F1 Monaco 2016 - Race - Parade Lap"" : https://t.co/p8RKFbDznn via @YouTube""</title>"
https://ssl.bbc.co.uk/id/register?ptrt=https%3A%2F%2Fssl.bbc.co.uk%2Fid%2Frefresh%2Ffacebook.com,<title>BBC - Register</title>
https://ssl.bbc.co.uk/id/signin?ptrt=https%3A%2F%2Fssl.bbc.co.uk%2Fid%2Frefresh%2Ffacebook.com,<title>BBC - Sign in</title>
https://twitter.com/login?redirect_after_login=%2Fhashtag%2Fsilverarrows%3Fnear%3Dme%26s%3Dfollows%26src%3Dhash%26vertical%3Ddefault,<title>登录Twitter</title>
https://twitter.com/SilberArrows/status/754553827194535936,"<title>SilberArrows 的 Twitter: “Very cool, Bauhaus looking Advert from the 1920's - note the old logo too! | #mbadoftheday… https://t.co/NCKY0bkSjB”</title>"
https://twitter.com/SilberArrows/status/753843416727904257,"<title>SilberArrows 的 Twitter: “Back then as it is today, #MercedesBenz is in a class of its own! | #mbadoftheday |… https://t.co/XR6kLTk1Vn”</title>"
https://twitter.com/SilberArrows/status/754234415014932480,<title>SilberArrows 的 Twitter: “I love this ad! So #vintage ! | #mbadoftheday | #advert #advertising #marketing #1920s… https://t.co/KHlxuBeM1E”</title>
https://twitter.com/hashtag/1920s?src=hash,<title>Twitter 上的 #1920s 话题标签</title>
https://twitter.com/SilberArrows/status/752780038668365824,"<title>SilberArrowsさんのツイート: ""It seems Mercedes will enter the EV race.... 

https://t.co/EWSja0uWCC https://t.co/K8LrYsDOA9""</title>"
https://twitter.com/hashtag/marketing?src=hash,<title>Twitter 上的 #marketing 话题标签</title>
https://ssl.bbc.co.uk/id/register?ptrt=https%3A%2F%2Fssl.bbc.co.uk%2Fid%2Fstatus%3Fptrt%3Dhttps%253A%252F%252Fssl.bbc.co.uk%252Fid%252Finfo%252Finformation%253Fptrt%253Dhttps%25253A%25252F%25252Fssl.bbc.co.uk%25252Fid%25252Finfo%25253Fptrt%25253Dhttps%2525253A%2525252F%2525252Fssl.bbc.co.uk%2525252Fid%2525252Fsettings,<title>BBC - Register</title>
https://ssl.bbc.co.uk/id/status?ptrt=https%3A%2F%2Fssl.bbc.co.uk%2Fid%2Fstatus%3Fptrt%3Dhttps%253A%252F%252Fssl.bbc.co.uk%252Fid%252Fstatus%253Fptrt%253Dhttps%25253A%25252F%25252Fssl.bbc.co.uk%25252Fid%25252Finfo%25252Finformation%25253Fptrt%25253Dhttps%2525253A%2525252F%2525252Fssl.bbc.co.uk%2525252Fid%2525252Finfo%2525253Fptrt%2525253Dhttps%252525253A%252525252F%252525252Fssl.bbc.co.uk%252525252Fid%252525252Fsettings,<title>BBC - BBC iD</title>
https://twitter.com/periscopehelp,<title>Periscope Help(@periscopehelp)さん | Twitter</title>
https://ssl.bbc.co.uk/id/signin?ptrt=https%3A%2F%2Fssl.bbc.co.uk%2Fid%2Fstatus%3Fptrt%3Dhttps%253A%252F%252Fssl.bbc.co.uk%252Fid%252Finfo%252Finformation%253Fptrt%253Dhttps%25253A%25252F%25252Fssl.bbc.co.uk%25252Fid%25252Finfo%25253Fptrt%25253Dhttps%2525253A%2525252F%2525252Fssl.bbc.co.uk%2525252Fid%2525252Fsettings,<title>BBC - Sign in</title>
